2025-06-03 20:15:18,688 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-06-03 20:15:55,858 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on /[0:0:0:0:0:0:0:0]:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2025-06-03 20:15:55,859 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coap://0.0.0.0:5687] Started endpoint at coap://[0:0:0:0:0:0:0:0]:5687
2025-06-03 20:15:55,862 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2025-06-03 20:15:55,867 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on /[0:0:0:0:0:0:0:0]:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2025-06-03 20:15:55,868 [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-/[0:0:0:0:0:0:0:0]:5688]
2025-06-03 20:15:55,869 [main] INFO  o.e.c.core.network.CoapEndpoint - [Bootstrap Server-coaps://0.0.0.0:5688] Started endpoint at coaps://[0:0:0:0:0:0:0:0]:5688
2025-06-03 20:15:55,869 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - Bootstrap server started.
2025-06-03 20:15:55,870 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over UDP endpoint based on Californium library available at coap://[0:0:0:0:0:0:0:0]:5687.
2025-06-03 20:15:55,871 [main] INFO  o.e.l.s.b.LeshanBootstrapServer - CoAP over DTLS endpoint based on Californium/Scandium library available at coaps://[0:0:0:0:0:0:0:0]:5688.
2025-06-03 20:15:55,871 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2025-06-03 20:15:55,990 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2025-06-03 20:15:56,540 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2025-06-03 20:15:57,009 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2025-06-03 20:15:57,079 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Mvc [pattern='/*.js'], Mvc [pattern='/*.css'], Mvc [pattern='/*.ico'], Mvc [pattern='/assets/**'], Mvc [pattern='/static/**']] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6caff203, org.springframework.security.web.header.HeaderWriterFilter@105ebc95, org.springframework.web.filter.CorsFilter@1b03beb4, org.springframework.security.web.csrf.CsrfFilter@72b4ed69, org.springframework.security.web.authentication.logout.LogoutFilter@69795fb6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@47d53365, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@67887b70, org.springframework.security.web.access.ExceptionTranslationFilter@27e80e90, org.springframework.security.web.access.intercept.AuthorizationFilter@1c29f539]
2025-06-03 20:15:57,147 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@37f7fc5e, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3798eae1, org.springframework.security.web.context.SecurityContextHolderFilter@70a1e782, org.springframework.web.filter.CorsFilter@1b03beb4, org.springframework.security.web.authentication.logout.LogoutFilter@4373b028, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@1c4a903c, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@646fee96, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@36a0fcff, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@4490d465, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@1d490b2b, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@5a9941c1, org.thingsboard.server.transport.http.config.PayloadSizeFilter@22f179d, org.thingsboard.server.config.RateLimitProcessingFilter@6d41c066, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6dc2b112, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4fb55696, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62227920, org.springframework.security.web.session.SessionManagementFilter@3b69de5b, org.springframework.security.web.access.ExceptionTranslationFilter@3a614b0a, org.springframework.security.web.access.intercept.AuthorizationFilter@3aca6405]
2025-06-03 20:15:57,156 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Ant [pattern='/api/v1/**'] with [org.springframework.security.web.session.DisableEncodeUrlFilter@698661d8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@40a7716c, org.springframework.security.web.context.SecurityContextHolderFilter@673a3639, org.springframework.security.web.header.HeaderWriterFilter@3c113b6e, org.springframework.web.filter.CorsFilter@1b03beb4, org.springframework.security.web.authentication.logout.LogoutFilter@29601d11, org.thingsboard.server.transport.http.config.PayloadSizeFilter@75c70563, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4759c470, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2aa2ff5c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@793d340f, org.springframework.security.web.access.ExceptionTranslationFilter@3db562, org.springframework.security.web.access.intercept.AuthorizationFilter@1df67558]
2025-06-03 20:15:58,810 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2025-06-03 20:15:58,811 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2025-06-03 20:15:58,811 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2025-06-03 20:15:58,812 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2025-06-03 20:15:58,835 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 9090 (http) with context path ''
2025-06-03 20:15:58,896 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 40.752 seconds (process running for 42.42)
2025-06-03 20:15:58,905 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2025-06-03 20:15:58,967 [main] INFO  o.t.s.q.c.c.QueueConsumerManager - [TB Version Control] Launching consumer
2025-06-03 20:15:58,968 [main] INFO  o.t.s.q.d.HashPartitionService - Recalculating partitions
2025-06-03 20:15:58,968 [main] INFO  o.t.s.q.d.HashPartitionService - [99674c32845a] Found common server: [TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]
2025-06-03 20:15:58,976 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_VC_EXECUTOR,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-06-03 20:15:58,977 [main] INFO  o.t.s.q.d.HashPartitionService - Partitions changed: 
[QK(Main,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[QK(Edge,TB_CORE,system)] - [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2025-06-03 20:15:58,981 [device-state-scheduled-22-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] CURRENT PARTITIONS: []
2025-06-03 20:15:58,981 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] CURRENT PARTITIONS: []
2025-06-03 20:15:58,985 [tb-edge-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Edge,TB_CORE,system)] New partitions: [tb_edge.1, tb_edge.2, tb_edge.3, tb_edge.4, tb_edge.5, tb_edge.6, tb_edge.7, tb_edge.8, tb_edge.9, tb_edge.0]
2025-06-03 20:15:58,985 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
2025-06-03 20:15:58,987 [tb-edge-mgmt-0-1] INFO  o.t.s.s.q.c.MainQueueConsumerManager - [QK(Edge,TB_CORE,system)] Launching consumer
2025-06-03 20:15:58,983 [device-state-scheduled-22-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [Device State] NEW PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
2025-06-03 20:15:58,985 [api-usage-scheduled-19-thread-1] INFO  o.t.s.s.p.AbstractPartitionBasedService - [API Usage] NEW PARTITIONS: [TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_core.5, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_core.6, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_core.3, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_core.4, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_core.1, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_core.2, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_core.0, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_core.9, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_core.7, myPartition=true), TopicPartitionInfo(topic=tb_core, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_core.8, myPartition=true)]
